"X","NDX","ATVI","ADBE","AMD","ALXN","ALGN","GOOGL","GOOG","AMZN","AMGN","ADI","ANSS","AAPL","AMAT","ASML","ADSK","ADP","BIDU","BIIB","BMRN","BKNG","AVGO","CDNS","CDW","CERN","CHTR","CHKP","CTAS","CSCO","CTXS","CTSH","CMCSA","CPRT","COST","CSX","DXCM","DOCU","DLTR","EBAY","EA","EXC","EXPE","FB","FAST","FISV","GILD","IDXX","ILMN","INCY","INTC","INTU","ISRG","JD","KLAC","KHC","LRCX","LBTYA","LBTYK","LULU","MAR","MXIM","MELI","MCHP","MU","MSFT","MRNA","MDLZ","MNST","NTES","NFLX","NVDA","NXPI","ORLY","PCAR","PAYX","PYPL","PEP","PDD","QCOM","REGN","ROST","SGEN","SIRI","SWKS","SPLK","SBUX","SNPS","TMUS","TTWO","TSLA","TXN","TCOM","ULTA","VRSN","VRSK","VRTX","WBA","WDAY","WDC","XEL","XLNX"
"2019-04-10",7611.490234,47.547291,271.579987,27.83,141.300003,290.119995,1206.449951,1202.160034,1847.329956,185.775803,108.62146,187.919998,49.284485,41.190765,195.633835,170.460007,155.083511,177.039993,240.279999,92.300003,1806,288.169067,64.470001,102.210564,62.719799,354.350006,125.550003,202.997269,53.223846,99.669579,73.096375,39.79541,64.269997,242.289047,73.533157,118.879997,55.91,103.43,36.884022,99.629997,47.05452,122.605072,177.820007,31.366768,86.75,63.686733,224.520004,324.859985,83.410004,53.798214,256.620148,585.890015,30.17,119.533936,30.346249,185.405563,27.379999,26.530001,167.460007,130.774292,55.305611,514.340027,92.071228,42.169998,118.005875,26.799999,48.120243,54.970001,52.463444,363.920013,191.290863,96.198837,405.01001,65.14537,77.355278,107.510002,116.928276,21.950001,53.813316,408.230011,97.337502,80.910004,5.916853,85.691299,133.919998,73.314598,117.279999,72.160004,95.330002,55.212002,110.207497,44.970001,350.279999,188.970001,133.424225,190.369995,51.522877,195.100006,48.645733,53.23035,128.60144
"2019-04-11",7594.890137,46.861797,271.899994,27.790001,137.419998,289.660004,1209.589966,1204.619995,1844.069946,184.070313,108.37915,188.589996,48.874233,41.483803,193.792953,171.880005,156.291916,171.199997,233.830002,88.830002,1818.589966,289.949585,64.57,104.813713,61.233269,355.25,125.809998,203.492462,53.01408,100.013069,72.694656,39.75666,64.889999,237.978119,73.856407,119.300003,55.349998,104.650002,35.515049,100.580002,47.263397,123.029678,177.509995,32.94978,85.540001,62.656788,223.759995,328.519989,81.059998,53.846466,257.115417,584.630005,30.200001,119.117203,30.355455,185.862152,27.24,26.440001,168,131.26683,55.143898,503.730011,91.797699,42.279999,118.143326,25.73,48.091202,54.75,52.586452,367.649994,190.7332,95.728294,407.850006,66.026222,77.555473,106.459999,116.573776,21.67,53.402527,393.480011,96.634735,78.309998,5.976121,85.876213,135.380005,73.693398,117.760002,73,95.269997,53.683998,110.169128,44.299999,350.220001,189.529999,134.443985,185.119995,50.511513,195.869995,48.780094,53.538097,129.070541
"2019-04-12",7628.149902,46.971077,271.859985,27.85,136.199997,293.079987,1222.72998,1217.869995,1843.060059,183.409195,110.695602,189.550003,48.85458,41.991722,198.60083,171.869995,157.87735,173.089996,234.5,89.93,1833.069946,297.090302,64.980003,105.108414,61.82394,356.049988,130.399994,205.40387,53.671993,100.366371,72.792641,40.00853,65.370003,238.678513,75.090614,117.879997,55.25,104.449997,35.368378,101.830002,47.187443,124.214645,179.100006,33.541607,86.300003,61.683529,225.320007,338.369995,79.400002,54.444763,257.580963,582.849976,30.57,119.621162,30.42906,188.553299,27.92,27.049999,169.880005,132.645996,56.409061,504.519989,93.155563,42.009998,118.75206,24.610001,48.207378,53.02,52.74789,351.140015,189.209625,98.365349,406.320007,66.774483,78.32769,108.480003,117.110321,21.690001,54.405617,382.940002,96.377388,78.050003,6.025511,88.250854,134.940002,74.451027,118.190002,73.709999,94.110001,53.540001,111.972031,44.98,344.829987,189.600006,135.622208,182.779999,50.520966,195.75,49.739761,53.730438,131.357422
"2019-04-15",7629.120117,45.451077,272.220001,27.33,137.490005,292.549988,1226.530029,1221.099976,1844.869995,183.198395,109.464684,189.960007,48.943016,41.718231,195.6828,172.770004,158.235062,168.669998,232.369995,91.849998,1846.22998,296.499908,65.059998,106.228249,62.473682,357.339996,131.570007,206.225891,53.929432,100.346733,72.822029,40.473522,65.209999,242.999283,74.31678,118.970001,55.419998,106.809998,35.427048,97.849998,47.652668,123.878906,179.649994,33.089317,86.550003,61.825268,225.220001,335.119995,78.150002,54.309666,258.393158,576.809998,29.66,118.477562,30.493469,187.319458,28.290001,27.389999,172.009995,132.370178,56.142708,513.679993,93.390022,41.82,118.850243,25.84,48.681808,54.07,51.99641,348.869995,183.921982,97.277199,408.670013,66.641891,78.527893,108.139999,118.480423,22.01,54.625343,375.5,97.010857,77.639999,5.916853,87.861572,134.679993,73.97509,117.57,73.790001,92.650002,53.276001,110.370522,44.130001,353.940002,189.050003,136.483582,182.490005,51.267677,192.910004,49.768555,53.643883,131.015335
"2019-04-16",7654.72998,44.765587,271.429993,27.93,136.940002,288.380005,1231.910034,1227.130005,1863.040039,180.180222,111.073601,189.399994,48.947933,42.704773,199.384155,172.669998,156.746277,170.279999,228.720001,88.510002,1841.699951,298.467834,64.699997,105.77639,62.070061,358.049988,130.070007,207.315308,54.301296,99.875671,70.450813,40.657581,65.18,242.022675,74.336372,117.760002,55.209999,106.309998,35.5835,93.830002,46.712719,124.412148,178.869995,33.450184,85.010002,60.984299,222.169998,329.5,76.980003,54.724613,255.53067,561.429993,29.91,120.512772,30.401455,189.077911,27.719999,26.809999,169.330002,133.7789,56.970299,501.959991,95.509842,42.759998,118.575325,23.780001,48.526897,54.200001,51.073868,359.459991,187.417236,98.67907,408.48999,67.655334,77.784286,108.199997,117.282791,22.5,67.302467,367.690002,97.871994,76.699997,5.887219,91.053688,133.520004,73.528275,116.730003,74.099998,90.940002,54.672001,111.59803,44.330002,355.079987,188.800003,135.186569,179.740005,51.834793,195.789993,52.100555,52.759117,131.914459
"2019-04-17",7680.720215,44.686108,269.450012,27.49,125.910004,273.679993,1240.140015,1236.339966,1864.819946,174.83374,110.879761,187.089996,49.901096,42.870831,199.129562,168.029999,157.432663,170.330002,227.179993,82.349998,1839.790039,300.370209,63.970001,103.330406,61.430161,361.690002,129.529999,207.919434,53.691063,98.334885,70.695763,41.238823,64.800003,242.239685,77.323936,111.379997,53.18,108,35.172813,91.949997,46.418388,123.256798,178.779999,33.743687,85.290001,59.765369,215.529999,318.690002,74.32,56.509842,253.827057,525,29.85,119.902206,30.263435,190.700348,27.559999,26.74,171.229996,133.906952,56.665897,498.380005,96.975174,43.150002,119.557159,23.5,48.6334,54.889999,51.562046,354.73999,186.501099,99.179008,404.269989,67.361725,77.755669,108.809998,121.690102,23.02,75.546913,342.970001,98.90139,70.800003,5.936609,88.737457,128.910004,72.96492,116.040001,72.459999,89.739998,54.245998,110.859604,43.950001,354.329987,186.300003,135.582611,166.970001,52.118359,191.020004,52.254105,52.672565,132.735413
"2019-04-18",7689.720215,45.01395,270.570007,27.68,126.010002,281.48999,1241.469971,1236.369995,1861.689941,170.042984,111.257759,186.589996,50.080433,42.929436,201.626526,169.199997,157.036316,171.020004,226.389999,83.160004,1844.310059,298.580322,63.369999,103.526871,61.73534,359.369995,119.989998,211.623428,53.776875,98.246574,69.902092,41.103199,65.059998,242.486313,77.353325,114.290001,52.790001,108.669998,35.182587,93.139999,46.902615,122.950684,178.279999,34.200798,85.059998,59.481895,218.490005,319.029999,73.959999,56.442295,255.312744,528.059998,30.01,120.367386,30.327843,189.223633,27.58,26.66,173.309998,132.409576,56.856152,492,96.428116,43.400002,121.128082,22.51,48.497849,55.200001,51.125767,360.350006,185.515274,98.610428,399.459991,67.66481,77.784286,107.360001,121.766747,23.549999,76.320717,333.339996,98.980576,69.18,5.966243,87.589058,128.080002,73.877945,115.980003,73.75,90.739998,54.652,110.7733,44.43,350.880005,186.649994,136.622208,168.160004,51.636299,187.830002,53.156193,52.586006,131.885132
"2019-04-22",7713.490234,45.043755,272.209991,28.18,128.960007,290.630005,1253.76001,1248.839966,1887.310059,168.979431,110.114067,189.039993,50.245026,42.773151,201.234833,172.149994,156.523941,169.369995,228.809998,83.709999,1844.170044,295.187988,64.209999,103.065178,61.695961,358.049988,118.349998,208.741455,53.719666,97.991409,70.039268,40.686642,64.989998,240.128647,77.20639,116.610001,54.130001,108.199997,35.348824,92.519997,46.978569,122.792679,181.440002,33.729256,85.730003,58.461395,221.589996,319.089996,73.660004,56.760738,259.096375,491.059998,29.65,119.27227,30.272636,189.660812,27.290001,26.5,173.020004,133.837997,56.228321,490.769989,95.343773,43.400002,121.510994,23.629999,48.584984,54.970001,51.51593,377.339996,187.676132,96.532143,393.309998,67.371178,77.803345,106.809998,121.143974,24,78.307785,334.029999,96.783218,68.760002,6.045265,85.905403,130,73.236885,116.989998,73.720001,91.919998,52.549999,110.236259,43.529999,347.410004,187.039993,136.275681,168.520004,51.135342,189.369995,52.023777,52.682178,131.386734
"2019-04-23",7810.709961,46.206108,278.48999,27.969999,132.369995,296.079987,1270.589966,1264.550049,1923.77002,172.237137,110.598679,192.199997,50.969719,42.812222,201.019409,175.279999,159.549805,173.289993,230.210007,86,1887.72998,295.78775,66.699997,104.224319,62.837936,358.630005,118.519997,211.34613,54.053391,99.002228,71.38166,40.676956,65.860001,242.259445,77.40229,118.029999,55.240002,109.300003,35.857292,94.629997,47.225422,124.303528,183.779999,34.421562,87.080002,59.566936,224.449997,322.059998,75.410004,56.722137,263.1474,500.420013,29.780001,119.359497,30.456661,189.233337,27.27,26.49,176.779999,134.25174,56.722969,500,95.890831,42.77,123.160469,24.700001,48.759266,56.23,52.688309,381.890015,189.866852,97.081123,395.660004,67.418549,79.681458,106.900002,121.766747,24.43,82.845566,344.140015,96.862389,70.720001,6.0749,86.849419,133.610001,73.809959,119.889999,73.75,93.290001,52.779999,111.607613,43.84,351.630005,189.289993,138.087524,175.369995,50.303574,195.199997,52.254105,53.06686,134.035172
"2019-04-24",7784.410156,46.444542,275.450012,28.459999,130.089996,297.079987,1260.050049,1256,1901.75,170.838257,113.680832,192.910004,50.891109,43.427589,201.136917,176.309998,158.061035,169.300003,224.399994,85.489998,1867.280029,294.560089,67.650002,104.499374,63.152962,360.5,118.190002,213.723038,54.234547,98.59005,71.205292,40.541332,66.529999,244.607269,77.696144,118.82,55.84,110.209999,37.666294,94.150002,47.538738,122.930931,182.580002,34.542595,86.529999,59.340157,224.580002,314.519989,73.519997,56.664242,261.52301,508.140015,29.66,121.762962,30.143816,189.874557,27.25,26.4,178.270004,133.463638,57.255672,486.01001,96.555099,43.029999,122.738281,25.76,48.778633,56.82,52.695995,374.230011,190.364761,98.159485,396.709991,67.702698,79.586121,107.220001,121.603874,23.940001,82.950645,340.459991,97.555252,69.300003,5.640273,87.491745,133.289993,74.198471,119.870003,73.330002,93.599998,51.731998,113.573555,42.939999,355.839996,189.360001,138.117233,172.580002,50.539867,195.369995,51.764668,53.288052,136.546814
"2019-04-25",7816.919922,47.100231,277.660004,27.66,135.679993,296.73999,1267.339966,1263.449951,1902.25,172.927002,111.480675,191.929993,50.429272,43.417824,201.920288,175.320007,158.409073,167.929993,229.889999,85.309998,1866.26001,292.208008,67.489998,103.389343,63.595966,366.76001,119.150002,212.732666,53.710133,97.667549,71.460045,41.587559,65.760002,242.27916,76.932121,118.120003,57.009998,110.760002,37.265381,92.980003,47.84256,123.651794,193.259995,34.353783,86.300003,60.606335,227.669998,319.200012,73.940002,55.593102,261.324921,517.780029,29.23,121.54007,29.922985,199.240051,26.65,25.790001,177.289993,133.660675,56.761021,487.570007,95.226563,42.75,126.803055,25.74,48.420395,57.900002,53.424423,368.329987,186.122696,95.757698,380,66.452454,79.347778,110.220001,120.84697,23.07,81.269287,349.98999,97.020752,71.089996,5.660029,86.15844,135.759995,74.897835,119.699997,72.709999,92.900002,49.526001,112.365219,42.5,353.700012,189.179993,137.414246,174.610001,49.793159,198.820007,50.814594,53.84584,113.228699
"2019-04-26",7826.680176,47.835396,281.959991,27.879999,134.570007,317.980011,1277.420044,1272.180054,1950.630005,173.875595,110.918526,194.660004,50.188522,43.622952,205.264755,176.990005,158.254379,166.119995,230.529999,85.089996,1868,290.886688,68.220001,103.428635,64.068512,370.149994,119.650002,214.693604,53.281059,99.10038,71.891182,41.732872,66.860001,240.523224,77.549225,124.169998,57.259998,109.940002,37.509846,94.470001,47.918518,126.159973,191.490005,34.508705,85.370003,61.560692,232.470001,314.040009,75.029999,50.594452,251.16272,519.109985,29.129999,121.908325,30.419857,200.512741,26.9,26.040001,177.089996,134.419205,56.62785,489.519989,96.135063,42.099998,127.529594,26.26,48.69149,59.650002,53.954872,374.850006,177.339828,97.051727,379.959991,67.210175,79.881653,110.559998,121.105652,21.92,82.769142,343.660004,97.545357,68.599998,5.709419,84.688896,137.699997,75.228073,120.120003,72.919998,96.25,47.028,112.403587,43.279999,357.940002,199.860001,138.483566,172.850006,49.953846,204.410004,48.866463,53.778519,116.228973
"2019-04-29",7839.040039,48.083763,286.140015,27.690001,135.289993,317.5,1296.199951,1287.579956,1938.430054,173.58815,110.375755,193.589996,50.264679,43.212704,204.482132,176.679993,157.568008,165.850006,229.380005,85.730003,1876.319946,293.051392,68.18,103.016068,64.856071,370.970001,120.790001,214.78273,53.519432,98.943359,70.940735,42.091305,67.080002,240.97702,77.745132,124.43,57.66,110.980003,37.402279,94.730003,47.548237,128.352173,194.779999,34.097198,85.050003,61.343361,230.679993,312.040009,74.379997,49.320663,245.368484,510.339996,29.865,122.160324,30.613087,200.250427,27.030001,26.16,177.5,133.946365,56.542233,494.160004,96.437889,42.110001,127.411781,25.139999,48.923859,58.689999,54.516087,371.829987,178.574631,95.973366,375,67.551155,79.71006,112.440002,121.383507,22.280001,83.351891,344.149994,97.268211,68.550003,5.798319,84.4748,138.880005,74.703568,119.860001,73.599998,97.150002,48.293999,111.91449,44.009998,350.899994,197.470001,138.978592,172.520004,50.624939,204.509995,48.434612,53.326523,114.420998
"2019-04-30",7781.459961,47.895,289.25,27.629999,136.130005,324.679993,1198.959961,1188.47998,1926.52002,171.815582,112.663139,195.800003,49.296772,43.046646,206.869644,178.210007,158.921432,166.229996,229.240005,85.529999,1854.98999,298.374115,69.379997,103.733162,65.417221,371.190002,120.760002,215.05014,53.347805,99.080757,71.489441,42.1688,67.32,242.210114,77.999794,121.07,56.669998,111.279999,37.891197,94.650002,48.374249,128.213943,193.399994,34.155293,87.239998,61.456753,232,312,76.800003,49.253117,248.666733,510.630005,30.27,123.546181,30.585485,201.523102,27.01,26.15,176.350006,134.389664,57.074932,484.140015,97.580841,42.060001,128.2267,26.030001,49.233688,59.599998,54.685211,370.540009,180.237595,103.541443,378.570007,67.88266,80.377411,112.769997,122.686546,22.23,82.281921,343.140015,96.664444,67.779999,5.739052,85.817818,138.039993,75.451477,121.080002,72.989998,96.830002,47.737999,112.998161,44.049999,348.980011,197.449997,139.740967,168.979996,50.634388,205.630005,49.058395,54.336308,117.411499
"2019-05-01",7751.850098,48.242718,283.350006,26.809999,134.139999,321.339996,1173.319946,1168.079956,1911.52002,168.768661,111.170525,192.509995,51.716534,42.372673,204.462326,173.970001,152.241287,165.419998,229.5,84.18,1829.52002,298.842651,68.540001,105.462036,65.66333,371.040009,118.650002,213.98053,52.99501,98.904099,70.725159,42.062237,66.010002,238.323364,77.51004,118.620003,55.82,109.650002,36.96225,94.860001,47.747616,127.196815,193.029999,33.535603,85.93,61.29612,234.059998,310.119995,78.910004,48.982918,241.525482,497.049988,30.200001,122.07309,30.355455,198.151932,26.549999,25.809999,175.669998,136.79335,56.960785,484.730011,96.67234,41.900002,125.556122,26.4,49.998585,57.939999,54.846657,378.809998,179.709824,102.923836,373.549988,67.105988,78.146561,110.940002,121.910469,23.299999,82.511208,340.790009,94.902573,67,5.808197,86.109787,134.809998,75.296059,120.089996,73.580002,99.050003,46.801998,111.521317,43.540001,334.940002,194.440002,138.493469,172.600006,50.738361,201.179993,48.751301,53.759289,113.990982
"2019-05-02",7724.060059,49.226246,279.640015,28.290001,133.130005,325.880005,1166.51001,1162.609985,1900.819946,169.113586,113.360985,191.380005,51.379974,42.685242,204.006622,173.360001,153.15004,166.240005,230.520004,83.349998,1808,295.95639,69.449997,105.815674,66.95298,370.410004,118.589996,217.664734,52.384781,97.40258,65.267433,41.316319,66.739998,239.408508,77.294548,120.370003,54.889999,109.449997,36.756901,94.400002,47.215923,126.624084,192.529999,33.816402,85.459999,61.702438,242.339996,312.690002,80.940002,48.780266,243.605453,502.109985,29.99,124.21489,29.610134,200.949921,26.209999,25.58,176.550003,134.852661,57.445923,482.350006,97.805527,42.560001,123.916473,28.34,49.843666,57.990002,53.891457,379.059998,182.418365,104.502151,381.029999,66.480858,78.918762,109.699997,121.517647,23.129999,83.246803,335.410004,95.377686,66.919998,5.699541,88.357903,134.470001,75.247498,120.699997,73.610001,99.68,48.82,112.643333,43.290001,343.679993,194.979996,138.958801,169.539993,50.842335,198.649994,47.753242,53.778519,116.199654
"2019-05-03",7845.72998,46.84193,285.579987,28.219999,136.690002,331.079987,1189.550049,1185.400024,1962.459961,169.889664,113.351288,192.490005,52.018696,42.939198,206.730927,176.699997,154.861176,167.039993,231.179993,84.099998,1824.069946,295.853363,70.269997,107.161461,67.405815,377.679993,119.940002,220.784409,52.384781,97.304443,58.055775,41.93631,67.110001,241.312424,78.871582,122.949997,56.459999,108.82,37.431614,92.5,47.358341,125.508247,195.470001,34.310211,86.739998,63.431606,250.470001,325.519989,83.059998,49.938255,246.487701,507.940002,30.049999,124.50563,29.978193,201.863174,26.66,26.02,178.639999,138.054291,57.598122,578.940002,98.420967,43.330002,126.557594,27.200001,50.114761,63.110001,54.860119,385.029999,182.23912,105.953033,375.790009,67.607979,80.663406,111.959999,122.322456,23.959999,85.300743,336.890015,96.139839,67.25,5.808197,85.253349,135.220001,75.810867,121.650002,74.739998,101.620003,51.006001,113.396286,44.18,341.959991,196.949997,141.790451,173.869995,51.11644,203.119995,48.751301,54.413246,116.316933
"2019-05-06",7794.089844,47.845329,283.660004,27.42,136.960007,329.459991,1193.459961,1189.390015,1950.550049,169.650146,111.393456,192.600006,51.215385,42.108936,203.253723,175.279999,154.919159,164.5,236.070007,83.470001,1800.51001,291.973663,70,107.122177,67.583031,376.279999,119.620003,220.7547,52.051056,96.548767,58.39872,41.945995,67.019997,240.927689,78.430809,122.209999,55.889999,108.620003,37.040485,93.760002,46.893112,122.535934,193.880005,32.901398,87.800003,63.960762,251.880005,324.76001,85,49.729515,246.111328,508.480011,28.700001,120.764755,30.153017,198.715424,26.76,26.049999,177.690002,135.699875,56.228321,567.690002,94.738106,42.130001,125.821205,27.1,49.959854,62.619999,54.087494,378.670013,179.092438,103.933563,375.76001,65.761024,80.720612,110.849998,121.939201,23.74,84.307205,344.230011,96.397179,68.440002,5.768685,84.202286,135.100006,75.820572,121.529999,74.459999,101.650002,51.068001,111.842117,41.950001,346.679993,197.130005,141.968674,174.759995,50.965206,202.979996,47.56131,54.345928,116.111702
"2019-05-07",7640.149902,46.375,277.070007,26.66,134.520004,325.51001,1178.859985,1174.099976,1921,166.593643,110.181915,188.919998,49.834774,41.073551,198.815567,170.720001,153.082367,162.130005,229.020004,82,1785,287.962891,68.599998,104.882477,66.696999,374.73999,116.419998,216.743683,50.964077,95.724403,57.330685,41.422874,66,236.932434,76.667641,119.610001,53.23,105.449997,36.84491,92.730003,46.598789,121.331223,189.770004,32.194569,85.540001,62.741821,245.449997,320.51001,83.230003,49.011047,242.080124,491.309998,27.129999,113.350815,29.904581,194.246429,25.959999,25.309999,173.979996,133.138565,55.429276,539.409973,91.973534,40.259998,123.239006,24.549999,49.388599,61.599998,50.772129,370.459991,172.380814,100.443626,368.869995,65.211678,79.586121,108.949997,120.703247,22.82,81.393463,322.399994,94.783806,67.580002,5.65015,81.311852,131.289993,75.723442,119.57,74,99.879997,49.411999,109.97905,41.040001,342.359985,193.179993,139.107315,170.279999,50.038906,198.539993,45.306084,54.413246,115.134407
"2019-05-08",7617.549805,46.514084,276.769989,27.09,133.649994,322.869995,1170.780029,1166.27002,1917.77002,164.945618,107.148232,190.929993,49.844593,40.614475,199.54863,171.509995,153.894424,159.580002,230.979996,82.720001,1751.630005,284.308228,68.940002,103.772461,66.962814,372.320007,117.050003,217.803375,50.98315,95.724403,57.791214,41.21944,66.220001,238.076736,76.599068,118.230003,53.59,106.110001,36.708015,93.879997,46.124062,120.343742,189.539993,32.03965,85.419998,62.430008,245.789993,319.429993,82.849998,47.807129,241.792892,495.700012,26.889999,111.015182,29.84017,194.02298,25.9,25.309999,175.169998,132.764221,54.506561,536.059998,89.423874,39.75,123.229202,23.540001,49.388599,61.68,50.818253,364.369995,173.187408,99.502518,367.769989,65.202202,80.263008,109.07,120.741562,23.190001,80.762955,329,95.842896,68.160004,5.669906,81.808182,131.770004,76.162567,119.360001,72.629997,101.809998,48.967999,108.656555,40.639999,348.149994,193.149994,139.166702,169.009995,50.568226,196.919998,44.81665,53.740055,115.017128
"2019-05-09",7582.75,46.335258,275.790009,27.209999,131.770004,323.25,1167.969971,1162.380005,1899.869995,165.635498,107.148232,190.509995,49.309052,39.98933,197.131439,171.419998,155.228516,158.699997,228.470001,83.379997,1736.030029,284.936096,68.699997,103.526871,67.523941,374.329987,117.779999,219.378082,50.458725,95.066887,57.908794,41.577869,66.349998,240.826599,76.569702,117.209999,53.5,105.639999,36.786243,93.32,46.29496,117.805931,188.649994,31.957348,84.690002,62.486694,246.220001,317.369995,82.019997,45.263371,238.999771,496.059998,27.51,110.608139,29.978193,192.973709,26.290001,25.620001,173.710007,133.453812,54.316307,542.640015,87.313797,39.27,123.219376,23.26,49.717796,61.919998,50.291637,362.75,169.473129,98.355553,367.390015,65.363213,80.377411,109.730003,120.770325,23.129999,80.036919,324.170013,96.021065,67.860001,5.652089,81.399429,132.429993,76.016182,118.900002,74.25,102.120003,48.396,108.26078,40.630001,348.049988,193.729996,139.107315,169.910004,50.624939,200.350006,44.547943,53.913162,114.049622
"2019-05-10",7586.529785,45.719311,278.480011,27.959999,131.690002,321.929993,1167.640015,1164.27002,1889.97998,164.658173,107.196693,191.880005,48.625954,39.852589,196.883789,173.770004,155.673187,156.75,226.229996,82.43,1829.849976,284.842316,69.360001,104.666367,67.868523,377.890015,118.629997,220.685379,50.878262,95.38092,57.93819,41.800686,66.870003,244.338043,77.079056,118.790001,53.049999,104.019997,36.551559,93.879997,46.836151,117.27269,188.339996,31.778214,85.230003,61.957558,247.830002,315.809998,80.68,44.855595,242.298019,495.309998,28.17,110.501534,30.042603,192.264511,26.309999,25.57,173.679993,129.749786,54.18314,557.840027,87.17704,38.939999,124.819756,24.92,50.221275,63,50.829788,361.040009,168.108902,98.198692,364.790009,65.836792,81.111496,110.410004,122.648209,22.4,82.004883,312.859985,96.496162,67.639999,5.681784,80.348373,133.320007,76.523613,119.82,75.230003,103.379997,47.903999,108.695168,40,343.23999,194.639999,139.285522,168.850006,50.492607,203.529999,44.010525,55.019119,114.264626
"2019-05-13",7324.129883,43.126366,267.700012,26.24,125.919998,310.149994,1136.589966,1132.030029,1822.680054,160.58606,101.022705,183.970001,45.799843,38.182293,188.661301,164.929993,152.02861,151.539993,225.660004,80.349998,1777.26001,274.927795,66.900002,100.236092,66.116173,368.890015,115.449997,214.416306,48.91407,93.575172,55.733547,40.95789,65.230003,239.293396,75.198357,116.25,50.419998,99.339996,35.075027,90.419998,47.30138,115.30761,181.539993,30.877737,83.360001,60.634686,242.619995,300.869995,75.75,43.457489,234.671432,478.75,28.18,105.471695,29.416904,182.937881,24.809999,24.059999,167.570007,124.134598,50.815716,543.030029,81.677193,37.380001,121.108444,24.43,49.562878,62.34,48.927055,345.26001,157.782578,91.287437,354.850006,64.361916,79.662384,106.830002,121.833817,20.75,80.141998,305.149994,92.497337,63.900002,5.513509,74.577225,126.860001,74.825684,115.900002,73.419998,100.010002,45.402,103.395561,38.07,330.230011,189.210007,137.107346,164.610001,49.263847,194.080002,41.256268,55.567295,108.127243
"2019-05-14",7401.879883,44.407936,271.859985,27.32,127.93,320.089996,1124.859985,1120.439941,1840.119995,160.787247,103.465157,186.029999,46.524864,39.080925,196.190308,169.960007,153.237045,152.389999,229.179993,81.050003,1793.670044,283.005585,68.089996,101.434532,66.775764,373.149994,116.330002,217.95195,49.600582,94.03643,56.58601,41.568184,65.800003,240.094604,76.63826,120.25,52.540001,98.75,35.984413,94.57,46.835606,118.062675,180.729996,31.06171,84.459999,61.494549,246.179993,304.559998,76.110001,43.855564,238.692749,487.350006,29.67,106.925735,29.692947,186.959991,24.91,24.280001,170.679993,127.937157,51.462563,562.690002,82.702919,38.509998,122.463371,23.59,49.979218,62.349998,50.426178,345.609985,161.357468,96.238052,353.809998,65.380058,80.862991,109.089996,122.073357,22.15,82.281921,304.619995,93.497063,63.959999,5.5729,76.017578,130.979996,75.196495,117.739998,73.599998,103.550003,46.462002,105.258629,38.849998,335.320007,191.25,137.939026,166.720001,49.698639,201.279999,42.830132,55.115292,110.609566
"2019-05-15",7503.25,45.977612,276.820007,27.58,128.410004,325.709991,1170.800049,1164.209961,1871.150024,162.761032,104.570084,186.949997,47.082195,40.536324,198.756134,173.320007,154.068405,152.5,230.589996,87.160004,1789.430054,285.226532,68.739998,102.269501,67.563324,377.190002,116.809998,219.417694,50.001053,94.252335,57.418877,41.161324,66.309998,242.01355,75.805664,121.489998,53.669998,100.199997,36.219093,96.769997,46.644321,117.647926,186.270004,31.139168,85.870003,61.702438,249.550003,306.579987,75.989998,44.292469,240.822235,489.140015,30.440001,107.686905,29.812567,189.913437,25.290001,24.75,172.880005,129.867981,52.118923,572.929993,83.816551,38.41,124.187927,23.120001,50.182537,63.07,50.362751,354.98999,158.907822,98.198692,353.399994,65.817757,81.689003,111.5,123.932091,22.030001,82.40612,305.850006,93.536644,63.990002,5.553103,76.640434,135,75.879578,120.230003,74.629997,107.480003,46.389999,106.465271,38.959999,340.700012,193.880005,139.384537,166.880005,49.849876,204.990005,43.655453,55.028736,112.217583
"2019-05-16",7580.140137,46.981014,283.549988,28.01,131.399994,330.869995,1184.5,1178.97998,1907.569946,164.210632,101.478241,191.440002,46.87505,40.692612,200.252014,176.679993,156.15657,153.699997,230.869995,89.669998,1803.310059,278.591858,69.849998,103.959091,67.838974,382.190002,119.120003,221.566818,53.328735,94.78228,57.458069,41.839432,67.07,244.753494,76.618675,119.410004,54.740002,100.889999,36.443996,99,46.778217,116.690071,186.990005,31.279566,87.779999,62.155979,251.970001,309.850006,77.639999,44.205082,245.190216,491.730011,30.459999,106.154793,29.867773,188.92247,25.620001,25.030001,176.800003,130.537842,51.74794,595.72998,83.113213,37.310001,127.055618,23.459999,51.121708,63.93,53.64352,359.309998,159.515244,95.728294,352.570007,66.502876,83.216171,113.870003,124.81356,22.860001,79.11026,308.040009,94.902573,66.019997,5.592697,72.007942,139.009995,76.992004,123.169998,75.379997,107.550003,45.666,105.422729,38.810001,343.23999,196.830002,140.721161,170.229996,49.623024,212,43.27158,55.519207,104.05986
