,NDX,ATVI,ADBE,AMD,ALXN,ALGN,GOOGL,GOOG,AMZN,AMGN,ADI,ANSS,AAPL,AMAT,ASML,ADSK,ADP,BIDU,BIIB,BMRN,BKNG,AVGO,CDNS,CDW,CERN,CHTR,CHKP,CTAS,CSCO,CTXS,CTSH,CMCSA,CPRT,COST,CSX,DXCM,DOCU,DLTR,EBAY,EA,EXC,EXPE,FB,FAST,FISV,GILD,IDXX,ILMN,INCY,INTC,INTU,ISRG,JD,KLAC,KHC,LRCX,LBTYA,LBTYK,LULU,MAR,MXIM,MELI,MCHP,MU,MSFT,MRNA,MDLZ,MNST,NTES,NFLX,NVDA,NXPI,ORLY,PCAR,PAYX,PYPL,PEP,PDD,QCOM,REGN,ROST,SGEN,SIRI,SWKS,SPLK,SBUX,SNPS,TMUS,TTWO,TSLA,TXN,TCOM,ULTA,VRSN,VRSK,VRTX,WBA,WDAY,WDC,XEL,XLNX
3/25/20,7469.620117,52.524555,305.910004,44.630001,84.470001,183.679993,1101.619995,1102.48999,1885.839966,187.882217,92.95549,212.309998,60.907871,44.273689,259.741943,149.990005,120.419388,96.919998,284.980011,80.470001,1365.849976,211.583313,61.349998,90.998894,57.409775,420.769989,93.860001,189.919983,36.391026,125.692001,47.052269,32.838764,71.589996,271.422455,55.979828,239.330002,81.370003,76.370003,28.096199,89.520714,33.537418,65.889999,156.210007,29.272491,91.199997,67.564743,214.229996,248.320007,69.589996,49.959393,230.90419,460.309998,41.349998,135.327118,22.142344,231.136856,16.84,15.92,193.619995,85.25,47.882412,482.649994,73.958687,42.5,145.442017,27.129999,45.078674,53.66,61.099056,342.390015,245.36203,84.09407,298.920013,57.627922,58.117912,95.709999,110.052483,37.259998,61.994488,429.779999,81.290001,105.459999,5.002103,84.1875,122.040001,64.506027,121.32,79.169998,109.720001,107.849998,96.436646,24.08,191.880005,166.970001,133.691498,210.089996,39.656025,135.729996,41.091728,54.477757,74.208069
3/26/20,7897.129883,57.342865,322.670013,47.5,86.139999,191.639999,1162.920044,1161.75,1955.48999,193.086594,91.241386,230.369995,64.113029,48.698093,273.449097,160.880005,134.633179,101.82,304.940002,82.639999,1406,236.500626,66.940002,100.058182,60.377197,454.170013,95.5,190.166855,39.202229,136.756775,49.15379,35.939713,72.559998,282.478088,57.999981,250.210007,83.660004,78.139999,29.868923,99.067986,35.517632,64.410004,163.339996,31.286612,97.690002,71.638405,230.380005,274.420013,73.050003,54.130798,246.600235,501.470001,42.009998,147.425552,23.887886,257.650055,17.540001,16.77,200.800003,82.809998,49.428913,489.559998,73.554001,44.790001,154.539566,27.940001,47.806278,57.84,63.091373,362.98999,256.969818,88.91021,326.73999,59.064224,63.515682,100.629997,117.643669,37.009998,67.792961,452.299988,85.599998,116.139999,5.15068,91.704605,129.139999,68.514984,127.970001,84.629997,115.25,105.632004,104.800453,25.02,188.830002,175.899994,141.456131,224.490005,43.703926,145.279999,43.717335,56.79221,79.411148
3/27/20,7588.370117,56.58783,305.829987,46.580002,84.010002,177.039993,1110.26001,1110.709961,1900.099976,192.872574,87.350174,223.020004,61.458603,44.590427,250.375885,141.570007,129.053757,97.629997,296.75,79.510002,1255.150024,224.362915,62.279999,92.820641,59.358383,439.700012,99.07,179.294815,37.501984,138.969742,46.036045,33.816982,70.300003,274.775879,55.742168,262.959991,82.57,77.050003,29.888731,95.243088,34.459579,60.029999,156.789993,30.056837,93.949997,70.658775,231.75,269.049988,68.959999,51.041233,228.034988,490.410004,40.150002,140.022781,23.376762,238.7276,16.83,15.85,188.839996,78.849998,46.848129,471.429993,67.315926,43.48,148.194046,30.049999,46.818859,56.389999,59.799286,357.119995,252.464569,80.566208,313.429993,58.126232,58.204967,93.480003,117.83931,35.32,65.444084,449.519989,82.550003,109.269997,4.883241,85.913872,124.760002,65.02552,124.379997,81.720001,111.699997,102.872002,97.739838,23.459999,174.449997,173.910004,137.145767,217.240005,42.105824,136.210007,41.703712,57.635605,74.405907
3/30/20,7889.009766,58.087967,318.390015,47.860001,87.260002,179.919998,1146.310059,1146.819946,1963.949951,202.804626,89.615952,235.130005,63.212502,46.817471,265.649017,155.910004,135.379745,98.949997,316.130005,82.489998,1308.22998,233.524536,66.910004,95.949333,63.542454,450.779999,99.190002,178.188843,38.951057,144.794891,46.746418,34.716946,71.839996,281.337708,57.455334,278,88.139999,79.849998,30.888983,97.560005,36.138878,56.389999,165.949997,30.792761,98.330002,73.646141,241.020004,276.230011,72.169998,54.082069,236.334747,504.220001,40.389999,147.189301,24.273643,252.662125,16.690001,15.7,193.940002,76.160004,49.162952,473.290009,68.09568,44.52,158.618118,30.48,50.285656,58,60.902599,370.959991,265.311066,84.163445,318.190002,60.842503,62.316174,97.029999,122.750099,35.630001,67.842094,473,84.870003,115.290001,4.764379,88.893089,127.220001,66.515404,129.309998,83.120003,118.510002,100.426003,99.218086,22.51,179.710007,188.550003,146.204514,231.919998,43.215885,137.300003,42.947418,61.352455,78.491211
3/31/20,7813.5,59.091366,318.23999,45.48,89.790001,173.949997,1161.949951,1162.810059,1949.719971,197.211151,88.31559,232.470001,63.083504,45.35257,259.315796,156.100006,134.259903,100.790001,316.380005,84.5,1345.319946,230.597107,66.040001,92.345398,62.30603,436.309998,100.540001,171.049438,37.975349,140.468201,45.848591,33.850494,68.519997,275.549011,56.74234,269.269989,92.400002,73.470001,29.769888,100.036697,35.731186,56.27,166.800003,30.260183,94.989998,72.511337,242.240005,273.119995,73.230003,52.746826,228.342773,495.209991,40.5,141.49939,23.858953,237.520218,16.51,15.71,189.550003,74.809998,47.882412,488.579987,66.92112,42.060001,156.123474,29.950001,49.252991,56.259998,63.690655,375.5,263.323181,82.181496,301.049988,59.728634,60.865158,95.739998,117.487144,36.029999,66.485847,488.290009,86.970001,115.379997,4.893147,88.172951,126.230003,64.437416,128.789993,83.900002,118.610001,104.800003,97.185493,23.450001,175.699997,180.089996,138.748459,237.949997,43.780487,130.220001,41.081856,59.136074,77.096481
4/1/20,7486.290039,57.124302,301.209991,43.66,89.93,157.199997,1102.099976,1105.619995,1907.699951,192.425079,82.838348,211.25,59.76424,42.85828,246.797958,139.220001,127.423149,97.68,293.269989,83.589996,1271.630005,217.496552,65.239998,87.949425,60.050781,424.029999,98.279999,160.651382,37.028625,138.076614,41.941536,31.920679,64.790001,277.143555,54.316177,254.809998,92.089996,72.940002,28.502241,97.400215,32.498779,52,159.600006,29.640457,88.010002,70.32901,230.660004,256.459991,74.18,50.563663,216.548355,458.26001,40.91,129.558472,22.836704,221.022461,16.049999,15.12,183.5,69.150002,45.331181,447.339996,61.976059,39.889999,150.579803,29.67,47.87611,53.099998,64.170876,364.079987,242.814728,74.055511,287.25,58.741787,58.6306,91.379997,115.550224,35.900002,64.765968,496.649994,81.089996,111.239998,4.595992,81.336533,109.690002,61.379234,125.959999,85.129997,116.330002,96.311996,94.228989,22.15,161.5,175.460007,140.14212,225.479996,41.177574,126.279999,38.169998,56.958927,75.860001
4/2/20,7635.660156,60.38287,303.959991,44.490002,90.349998,152.070007,1117.030029,1120.839966,1918.829956,203.193741,86.394615,216.199997,60.761501,42.798893,245.083344,137.050003,129.220734,99.589996,304.470001,86.059998,1260,230.558197,65.93,87.097946,61.46946,435.660004,98.739998,163.120071,38.813248,141.430786,43.697739,33.840649,64.410004,281.685669,56.306622,266.380005,84.040001,70.459999,28.908285,102.153877,33.663609,47.860001,158.190002,29.679188,88.75,74.664558,239.699997,272.98999,77.07,52.970993,223.597214,467.720001,40.080002,130.375534,23.762514,218.290985,16.190001,15.24,185.490005,63,47.045132,462.869995,64.137665,41.09,153.69812,33.200001,49.548042,55.060001,65.706787,370.079987,255.201691,77.077972,303.48999,59.474594,59.036884,93.519997,121.165344,36.279999,66.84948,498.75,79.400002,118.669998,4.704948,82.24411,105.279999,63.712074,128.649994,84.410004,119.510002,90.893997,99.218086,22.360001,161.350006,181.800003,142.342117,242.160004,38.584244,122.370003,38.400002,59.253757,78.293381
4/3/20,7528.109863,59.5881,293.609985,42.59,89.769997,154.199997,1092.699951,1097.880005,1906.589966,199.818222,85.271584,218.300003,59.888275,41.848682,242.437057,139,126.29351,97.199997,300.51001,84.209999,1230.680054,227.834991,63.93,86.028648,61.777008,433.799988,98.309998,162.172104,38.091595,140.249893,42.819641,33.42712,61.799999,278.950714,56.217499,260.75,79,70.239998,29.126162,102.693161,31.790176,48.709999,154.179993,29.514572,86.190002,75.857567,234.550003,263.5,78.589996,52.756577,216.816422,462.470001,39.889999,125.945686,24.418301,215.895966,15.8,14.84,181.25,59.080002,47.911961,454.470001,63.209854,41.220001,152.282501,34.84,49.951267,54.220001,64.49234,361.76001,243.653854,75.066299,295.380005,60.197636,57.605217,92.389999,121.879463,36.900002,64.107491,493.320007,74.75,116.510002,4.43751,79.215569,102.139999,61.800713,124.550003,81.980003,118.489998,96.001999,97.234131,22.01,156.740005,182.690002,141.008163,238.309998,38.967026,116.080002,38.209999,56.743172,78.224136
4/6/20,8081.660156,61.197514,319.130005,47.52,95.910004,176.740005,1183.189941,1186.920044,1997.589966,205.820221,94.374054,242.460007,65.11277,45.679207,268.721466,152.320007,137.177307,102.940002,311.390015,82.769997,1356.680054,245.516388,69.419998,94.889923,63.453629,459.549988,103.580002,177.240875,40.402836,146.015488,47.802113,35.672001,65.389999,294.86731,60.673702,269.309998,90.150002,76.279999,30.87908,106.368263,35.255547,52.830002,165.550003,31.160728,95.860001,75.392006,254.429993,278.01001,85.110001,56.947472,238.389832,500.23999,41.560001,146.185181,24.987289,248.159134,17.08,16.18,194.949997,70.589996,52.669666,506.160004,73.020996,46.369999,163.607422,34.639999,51.170792,58.07,66.992653,379.959991,268.118073,86.155304,333.429993,63.451302,63.157768,101.669998,128.306534,38.490002,69.72905,504.269989,87.18,124.470001,4.74457,88.58728,118.400002,66.446793,135.910004,86.089996,121.290001,103.248001,105.967491,23.450001,188.679993,195.850006,147.070587,255.300003,40.7948,130.309998,43.310001,59.969669,83.733856
4/7/20,8049.310059,59.478817,308.929993,47.560001,94.720001,174.550003,1182.560059,1186.51001,2011.599976,203.096466,94.817345,239.649994,64.358627,47.074825,270.168488,148.699997,134.534973,101.790001,301.209991,79.830002,1376.369995,246.323624,69.050003,97.652267,63.751255,451.75,105.139999,183.570557,39.632423,144.68573,47.160801,36.371067,69.900002,293.427368,60.554874,250.710007,87.970001,76.239998,31.314835,106.178513,34.741081,56.509998,168.830002,30.996109,94.620003,72.424042,251.740005,280.640015,86.660004,56.918232,238.03241,489.98999,41.990002,144.97438,25.662361,253.572617,17.26,16.25,194.919998,73.82,50.995113,525.669983,72.389297,46.540001,161.845322,32.02,50.944588,58.41,64.883263,372.279999,258.757935,83.51931,336.269989,64.027771,62.70311,100.279999,127.641312,40.630001,71.478432,501.51001,84.809998,121.870003,4.863431,88.715523,120.220001,67.348564,135.509995,86.510002,120.059998,109.089996,103.341652,24.43,187.550003,190.949997,146.503174,247.669998,40.967052,131.800003,42.860001,58.086727,83.041428
4/8/20,8229.540039,60.670979,317.179993,48.790001,98.559998,184.410004,1207,1210.280029,2043,213.223068,99.890694,244.369995,66.005852,50.935036,276.105255,159.210007,136.077133,97.330002,316.950012,79.599998,1372.060059,253.938873,71.839996,101.25618,65.884239,463.929993,107.040001,189.998993,40.705154,145.697937,50.702793,37.099674,71.980003,295.688782,62.901802,258.01001,88.370003,79.220001,32.691414,106.657883,36.488323,60.549999,174.279999,31.460907,98.370003,72.734413,254.729996,280.98999,87.75,57.483517,244.157959,510.5,41.169998,149.994858,26.347076,263.993835,18.27,17.299999,196.009995,82.529999,52.521915,544,78.489182,48.290001,163.468811,32.419998,50.934757,60.259998,64.555847,371.119995,266.669647,90.753426,340.029999,64.936455,62.935268,105.059998,129.724976,39.709999,72.068108,512.330017,89.050003,119.68,5.120965,91.744057,125.050003,70.151901,138.850006,86.849998,119.099998,109.767998,107.144264,24.51,200.570007,193.199997,148.02623,249.660004,41.234993,142.110001,45.34,61.587822,83.585472
4/9/20,8238.530273,60.06496,318.700012,48.380001,96.230003,193.190002,1206.569946,1211.449951,2042.76001,212.269745,97.319542,237.919998,66.482155,49.084114,274.351013,164.899994,139.996521,99,321.049988,79.550003,1420.640015,247.325363,71.650002,105.206635,67.838631,466.640015,105.360001,196.249664,40.178539,138.334625,53.554146,37.414742,74.989998,289.928986,63.377132,275.269989,90.629997,77.559998,33.503506,105.65921,38.002609,62.419998,175.190002,32.555111,99.220001,71.298927,258.579987,287.619995,86.809998,55.690205,250.824066,503.790009,42.16,147.779922,27.108942,255.611328,18.59,17.389999,203.509995,81.309998,51.014812,533.280029,77.433044,46.130001,163.478729,31.860001,51.475674,60.509998,64.958679,370.720001,262.673859,89.157959,342.440002,65.727875,64.366943,105.839996,130.722794,41.040001,70.348221,512.960022,88.739998,120.32,5.200207,88.735245,123.129997,72.41613,136.580002,85.900002,119.400002,114.599998,104.732384,24.82,202.479996,196.070007,147.588211,246.610001,42.086681,145.410004,45.049999,64.990837,82.210526
4/13/20,8332.740234,62.34,320.649994,50.939999,96.540001,185.720001,1210.410034,1217.560059,2168.870117,212.32811,98.18644,242.929993,67.787041,49.371159,271.6651,160.919998,137.059448,98.370003,322.940002,82.989998,1421.01001,252.791245,71.550003,102.85022,65.199692,469.700012,105,192.635529,40.198048,138.920135,51.995277,36.617218,70.669998,289.552124,60.970783,273.26001,93.970001,76.169998,34.424526,109.154556,36.643635,58.790001,174.789993,31.247879,96.970001,73.015694,254.389999,289.450012,88.010002,57.210625,248.824234,494.529999,42.779999,149.719223,26.935352,256.106171,18.08,16.98,199.270004,78.089996,51.45808,543,78.528664,46.169998,163.844971,32.900002,51.160957,59.529999,67.179192,396.720001,269.566589,88.305717,347.920013,64.418602,62.054993,105.980003,128.042389,41.419998,72.038628,517.02002,87,120.129997,5.071439,89.24823,125.879997,70.338135,140.130005,86.169998,120,130.190002,104.712914,24.049999,202.600006,199,143.506805,252.279999,42.211086,141.179993,43.759998,62.431221,82.39846
4/14/20,8692.160156,63.279999,340.769989,54.93,99.400002,190,1265.22998,1269.22998,2283.320068,220.625916,101.48658,254.800003,71.210495,51.934734,286.363342,172.220001,141.322601,100.919998,333.76001,85.75,1449.420044,260.289764,76.330002,105.69178,68.404121,489.570007,103.779999,199.172562,41.719368,142.661316,53.346958,37.926735,71.139999,303.584229,61.931343,280.670013,98.43,79.879997,35.395073,111.88092,37.92495,61.580002,178.169998,33.445972,96.849998,75.411407,263.01001,297.880005,91.279999,59.120888,259.997406,507.940002,43.860001,159.208969,27.436836,269.694336,18.549999,17.389999,205.179993,82.68,52.403709,562.02002,80.877815,47.619999,171.952606,34.66,53.609837,64.410004,67.838005,413.549988,283.651794,91.447105,356.350006,65.278419,63.98,109.785004,135.389008,43.029999,76.215485,524.840027,90.970001,123.790001,5.368594,94.397736,132.919998,72.210281,147.429993,89.620003,122.779999,141.977997,107.902832,23.860001,205,204.339996,149.618988,262.410004,44.383362,149.449997,44.77,64.971222,84.990105
4/15/20,8591.959961,65.709999,332.549988,54.990002,96.940002,183.830002,1257.300049,1262.469971,2307.679932,215.762009,98.954834,253.979996,70.560539,49.856155,279.98053,169.139999,135.202927,100.870003,326.940002,82.360001,1424.609985,250.379227,75.699997,102.652214,67.669975,496.320007,102.099998,184.725906,40.490608,143.98114,51.245438,36.587681,70.089996,299.844208,60.297401,291.690002,100.529999,78.089996,35.840725,113.358948,35.944736,60.560001,176.970001,33.465343,93.660004,72.385239,257.820007,294.290009,90.949997,57.376308,250.684784,511,44.599998,150.831619,27.051077,260.094543,18.030001,17.1,207.949997,80.730003,51.330025,588.640015,77.551498,46.43,170.15094,37.25,52.823048,62.290001,69.417572,426.75,280.545044,86.353493,353.890015,63.881207,62.770824,107.949997,132.092331,43.889999,74.682327,511.690002,88.559998,125.040001,5.249732,91.615814,130.539993,71.11248,146.169998,88.540001,123.5,145.966003,105.014404,23.469999,201.520004,201.300003,146.463364,255.229996,41.569927,146.070007,42.650002,63.058872,83.249153
4/16/20,8757.830078,68.050003,342.700012,56.950001,98.599998,180.339996,1257.430054,1263.469971,2408.189941,224.614288,100.314293,257.820007,71.121201,51.697182,289.80249,171,134.495667,102.82,338.339996,85.220001,1407.400024,251.205933,78.589996,103.21656,68.096573,496.350006,104.910004,188.25116,40.4711,149.409348,50.781727,37.247364,69.150002,310.754883,60.049835,306.269989,100.68,80.43,36.860786,117.942841,36.012684,58.220001,176.25,34.307785,95.730003,74.237801,261.119995,303.5,95.660004,59.247589,256.137024,510.440002,47.5,154.208145,28.189056,267.912903,18.18,17.23,209.190002,80.389999,51.714188,612.710022,76.554588,45.529999,175.259003,40.599998,52.547672,61.869999,71.876228,439.170013,294.390503,88.206619,367.679993,64.672646,61.687401,108.309998,132.689072,45.119999,75.527519,539.929993,87.190002,133.399994,5.249732,93.726921,131.570007,72.053452,151.830002,90.269997,126.82,149.042007,108.33075,23.24,208.919998,206.119995,148.434372,264.76001,41.368969,142.580002,41.080002,63.990532,88.640167
4/17/20,8832.410156,66.879997,344.109985,56.599998,103.480003,193,1279,1283.25,2375,228.573502,101.269859,263.899994,70.156174,52.657284,293.023651,180.940002,138.582016,105,342.549988,89.120003,1470.869995,258.587799,78.650002,107.741257,69.455727,499.420013,106.120003,201.601761,41.426807,149.260483,53.090435,37.493511,72.099998,307.237213,62.159103,323.399994,100.349998,81.730003,37.098469,114.996765,37.313416,63.220001,179.240005,34.791946,100.629997,81.463707,265.160004,316.359985,100,58.828499,264.016937,526.330017,46.150002,158.697083,28.285496,276.137024,18.23,17.290001,225.860001,84.260002,52.295353,597.5,79.298546,45.700001,176.803314,46.849998,52.596844,62.189999,69.183418,422.959991,292.013,89.356148,373.51001,66.099174,65.295586,111.849998,134.55751,44.459999,74.859222,568.789978,91.720001,136.869995,5.239827,94.111656,135.149994,75.572327,154.979996,90.989998,124.440002,150.778,110.431435,23.85,215.509995,209.929993,153.09317,270.459991,42.584293,149.300003,42.32,65.853859,88.036774
4/20/20,8726.509766,66.5,344.880005,56.970001,106.720001,196.710007,1261.150024,1266.609985,2393.610107,230.159134,99.40799,266.720001,68.699974,50.113503,288.989777,177.869995,137.344315,104.68,339.410004,93.199997,1411.630005,251.196213,77.839996,104.553169,69.693832,498.670013,105.330002,191.480194,41.485317,149.518494,51.827553,36.636909,68.629997,301.593445,60.406334,323.269989,101.800003,79.190002,37.27673,115.256424,35.983566,59.950001,178.240005,33.813938,97.239998,78.815826,267.339996,322.880005,101.190002,57.67844,262.663849,518.330017,45.200001,153.863602,28.131191,263.97403,18.26,17.34,218.589996,79.769997,51.044365,601.640015,76.702644,43.400002,173.298935,51.689999,52.606686,61.380001,69.221115,437.48999,286.748535,85.917465,373.660004,65.659485,64.289543,112.169998,131.622772,50.110001,73.031235,567.98999,86.510002,142.550003,5.170491,91.280411,133.380005,73.827599,151.009995,89.940002,125.349998,149.272003,108.466911,23.66,208.070007,210.899994,148.643433,273.26001,41.005329,150.899994,39.549999,63.107899,88.115913
4/21/20,8403,65.720001,328.98999,52.919998,103.389999,187.259995,1212.160034,1216.339966,2328.120117,224.468369,95.034073,253.279999,66.576424,47.836971,278.592987,170.020004,131.244263,101.410004,329.01001,90.720001,1342.219971,240.857742,74.589996,97.870087,68.046974,490.779999,101.790001,188.112915,39.544651,145.519302,50.308144,35.160007,66.150002,291.204681,58.901119,308.390015,99.330002,77.739998,37.247025,113.119263,34.634304,57.25,170.800003,33.058647,91.760002,76.167938,259.230011,310.399994,99.459999,54.929993,247.888992,496.630005,43.240002,146.273788,27.456121,241.112701,17.620001,16.809999,206.720001,79.900002,49.596367,573.380005,73.879715,41.41,166.13176,49.259998,50.236485,59.040001,68.342041,433.829987,269.22699,80.328377,358.299988,64.213417,61.929237,107.540001,128.091309,50.939999,70.603737,544.460022,82.699997,137.369995,4.952578,86.910225,127.18,71.279106,144.839996,87.220001,125.730003,137.343994,103.905716,23.25,201.570007,206.75,144.552063,262.799988,40.718239,140.149994,37.830002,62.186047,85.385773
4/22/20,8664.639648,66.980003,336.769989,55.919998,103.910004,190.029999,1258.410034,1263.209961,2363.48999,223.048126,100.599983,263.269989,68.494064,51.578403,292.349701,175.369995,136.244141,101.75,298.01001,92.470001,1355,252.839844,79.800003,100.731438,70.219635,496.079987,103.879997,194.965958,40.724651,150.530701,51.561157,35.179699,68.080002,299.022858,60.297401,320.630005,101.790001,77.25,37.880848,114.417534,36.109756,61.419998,182.279999,33.736473,95.400002,78.864319,268.119995,311.559998,100.970001,58.5751,262.514587,512.130005,44.990002,156.206497,27.735796,268.971832,17.870001,17.08,212.089996,80.019997,51.576283,601.049988,78.005539,43.91,171.774429,51.200001,51.357655,60.119999,69.189377,421.420013,285.849487,88.256165,368.26001,64.623779,64.637802,115.190002,129.734756,52.150002,73.394867,558.080017,83.870003,139.020004,5.002103,91.684875,131.279999,75.91539,150.720001,90.160004,127.440002,146.421997,108.904556,23,208.710007,215.660004,150.514893,269.369995,41.445522,145.820007,39.93,64.059181,89.619453
4/23/20,8641.5,65.879997,335.369995,55.900002,104.139999,188.570007,1271.170044,1276.310059,2399.449951,226.161026,100.294594,258.950012,68.228622,50.380749,286.829163,175.550003,133.513367,99.849998,292.25,93.120003,1360,251.828369,79.830002,99.860161,70.5867,499.119995,103.839996,196.921127,40.588127,140.478119,51.945946,35.534157,68.839996,295.137909,60.871754,322.040009,102.190002,74.93,37.544128,114.307686,35.255547,63.369999,185.130005,33.813938,94.610001,75.440506,268.410004,312.709991,101.900002,57.541996,256.753876,513.219971,44.939999,156.964493,27.513987,261.232666,18.17,17.379999,211.639999,81.099998,51.655083,586.710022,77.778519,43.77,169.695557,47.439999,50.482353,59.630001,68.036446,426.700012,283.711731,87.285019,374.529999,64.399063,64.724861,115.239998,127.426094,49.169998,72.539841,565.52002,82.629997,140.880005,5.319068,91.536903,131.690002,73.660957,151.990005,90.339996,124.550003,141.126007,107.426285,23.700001,210.679993,213,147.030762,267.910004,41.627346,143.600006,39.389999,63.137321,86.187012
4/24/20,8786.599609,66.650002,344.100006,56.18,108.120003,191.970001,1276.599976,1279.310059,2410.219971,229.847855,104.343407,259.450012,70.198349,51.212181,290.712097,180.350006,136.764755,100.949997,297.799988,97.309998,1362.77002,257.547089,80.519997,103.731407,72.174042,508.549988,104.370003,197.6716,41.465816,144.923889,53.090435,36.587681,73.830002,300.114838,63.198883,332.440002,105.07,74.540001,38.970226,116.15522,35.52734,66.57,190.070007,34.888786,96.290001,77.244553,271.799988,309.070007,103.480003,57.756413,262.325531,514.929993,45.049999,162.349228,28.189056,263.914673,18.379999,17.52,214.550003,80.709999,52.866673,571.27002,80.946907,44.16,172.794067,50.5,50.561031,59.799999,69.244934,424.98999,289.285889,93.577705,384.820007,65.933067,65.866318,120.18,131.436905,49.57,74.731461,566.210022,85.489998,146.039993,5.45774,95.206657,128.630005,74.082436,153.029999,90.800003,127.879997,145.029999,110.801003,23.780001,210.520004,212.130005,147.866959,269.859985,41.857018,144.960007,40.689999,63.32365,88.768768
4/27/20,8837.660156,67.059998,348.5,56.490002,110.860001,196.669998,1270.859985,1275.880005,2376,235.830399,106.422005,262.869995,70.247971,50.509422,289.775726,182.509995,139.701813,100.559998,303.23999,97.949997,1402.98999,261.087311,81.309998,105.22644,72.719681,508.440002,108.089996,209.807632,41.992428,146.352875,55.290619,37.621506,76.07,298.404297,65.763687,335.049988,108.25,80.269997,39.247528,115.865608,36.721291,69.150002,187.5,35.932125,99.18,77.496735,275.850006,314.579987,102.980003,57.961086,270.454193,517.099976,45.580002,163.471466,29.114868,261.678009,19.049999,18.209999,226.889999,85.269997,54.33437,589.469971,83.611908,45.279999,172.299103,48.049999,50.629875,60.52,71.286858,421.380005,296.767975,96.253326,389.5,67.232574,66.320969,120.529999,131.534729,51.189999,74.672501,547.52002,90.830002,147.479996,5.556792,97.051407,132.610001,76.199638,154.139999,90.910004,125.93,159.75,112.600189,24.440001,208.089996,214.229996,151.112198,268.51001,42.517311,148.100006,43.09,64.206284,87.848824
4/28/20,8677.599609,63.860001,333.450012,55.509998,106.919998,203.509995,1232.589966,1233.670044,2314.080078,231.199997,106.008263,257.350006,69.109299,49.905643,290.293732,177.309998,140.477829,97.129997,305.220001,94.489998,1439.319946,257.469299,78.470001,106.058113,71.191872,497.160004,105.25,215.436203,41.436562,140.110962,55.774059,37.493511,80.650002,294.703033,66.199394,313.529999,103.940002,80.790001,38.702839,111.20182,36.730999,71.839996,182.910004,36.039387,99.779999,76.303726,264.25,313.790009,97.669998,57.25935,264.962128,503.450012,43.580002,163.678192,29.346323,259.14447,18.42,17.59,224.470001,87.419998,54.176769,598.539978,86.217682,45.310001,168.10173,47.880001,50.324993,60.139999,70.122025,403.829987,291.053955,97.4524,384.5,67.574562,66.417709,116.139999,133.354279,48.060001,73.994377,528.609985,92.540001,143.369995,5.705369,99.310478,130.089996,77.130814,151.830002,87.940002,120.510002,153.824005,111.102486,24.469999,218.679993,211.070007,151.102219,256.959991,42.72784,145.070007,44.700001,64.892776,84.960426
4/29/20,8982.759766,64.790001,349.170013,53.66,108.449997,220.580002,1342.180054,1341.47998,2372.709961,229.273911,111.652977,265.839996,71.379196,53.785656,302.536224,187.899994,143.257721,99.669998,304.709991,94.709999,1520.530029,268.449646,82,110.186768,70.447815,494.670013,105.559998,228.056046,42.265484,138.910202,58.437954,38.399338,83.010002,296.771149,67.48674,345.470001,103.400002,80.860001,38.653316,112.629921,37.19693,74.830002,194.190002,35.824871,104.730003,80.639275,272.73999,317.450012,95.959999,60.231964,272.046112,519.719971,44.34,173.148254,29.442762,277.097015,18.83,18,232.429993,95.989998,56.540848,602.419983,91.073906,49.830002,175.645081,46.369999,50.206974,62.139999,70.124023,411.890015,298.146545,105.806313,391.019989,67.99469,67.578506,123.580002,130.458679,48.860001,77.611046,516.150024,97.050003,138.080002,5.863852,104.78553,140.839996,75.337082,158.009995,89.309998,121.18,160.102005,116.120758,25.91,226.160004,211.389999,152.37645,251.050003,43.407269,154.770004,47.73,63.823811,90.70755
4/30/20,9000.509766,63.73,353.640015,52.389999,107.470001,214.850006,1346.699951,1348.660034,2474,232.707794,107.968643,261.829987,72.885025,49.173195,287.315277,187.130005,144.092682,100.93,296.829987,92.019997,1480.569946,264.170319,81.129997,109.70163,68.840637,495.230011,105.739998,219.050323,41.329285,143.901749,57.244137,37.050442,80.110001,293.487549,65.585434,335.200012,104.75,79.669998,39.445599,114.107956,35.993271,70.980003,204.710007,35.317822,103.059998,81.473412,277.600006,319.029999,97.660004,58.458145,268.444427,510.880005,43.099998,161.532181,29.249882,252.642334,19.42,18.309999,223.479996,90.940002,54.157066,583.51001,86.592758,47.889999,177.407196,45.990002,50.590534,61.810001,68.453156,419.850006,291.973053,98.67131,386.339996,67.64296,66.282272,123,129.411942,47.439999,77.316208,525.880005,91.360001,137.229996,5.853947,102.477127,140.360001,75.209656,157.119995,87.800003,121.050003,156.376007,112.882225,25.76,217.919998,209.490005,152.137527,251.199997,41.426388,153.899994,46.080002,62.333153,86.454094
